주성분코드_9,ATC코드,주성분명,주성분코드_5
720001ACH,L04AE02,ozanimod,7200A
725201ATB,L04AF04,filgotinib,7252A
725202ATB,L04AF04,filgotinib,7252A
725401ATB,L04AF07,deucravacitinib,7254A
726600ACH,L04AE02,ozanimod,7266A
112501ATB,R06AX19,azelastine,1125A
152501ATB,R06AX24,epinastine,1525A
152502ATB,R06AX24,epinastine,1525A
209631ASY,R06AX,Other antihistamines for systemic use,2096A
209602ATB,R06AX,Other antihistamines for systemic use,2096A
216430ASY,R03DC02,pranlukast,2164A
216431ASY,R03DC02,pranlukast,2164A
216432ASY,R03DC02,pranlukast,2164A
216433ASY,R03DC02,pranlukast,2164A
216401ACH,R03DC02,pranlukast,2164A
216402ASS,R03DC02,pranlukast,2164A
216403ACH,R03DC02,pranlukast,2164A
216404ATB,R03DC02,pranlukast,2164A
216405ASS,R03DC02,pranlukast,2164A
216406ASS,R03DC02,pranlukast,2164A
216407ASS,R03DC02,pranlukast,2164A
216408ATB,R03DC02,pranlukast,2164A
251201ACS,D11AX02,gamolenic acid,2512A
251202ACS,D11AX02,gamolenic acid,2512A
374601ATB,R03DC03,montelukast,3746A
374601ATD,R03DC03,montelukast,3746A
374602ATB,R03DC03,montelukast,3746A
374602ATD,R03DC03,montelukast,3746A
374603AGN,R03DC03,montelukast,3746A
374603ATB,R03DC03,montelukast,3746A
374603ATD,R03DC03,montelukast,3746A
391703ATB,R06AX,Other antihistamines for systemic use,3917A
487001ATB,R03DC,Leukotriene receptor antagonists,4870A
659900ACH,R03DC53,"montelukast, combinations",6599A
659900ATB,R03DC53,"montelukast, combinations",6599A
670600ATB,R03DC53,"montelukast, combinations",6706A
107301ATB,R03DA05,aminophylline,1073A
107301ATR,R03DA05,aminophylline,1073A
107303ATR,R03DA05,aminophylline,1073A
117903ATB,C07AB07,bisoprolol,1179A
117904ATB,C07AB07,bisoprolol,1179A
144831AEL,C01AA05,digoxin,1448A
144801ATB,C01AA05,digoxin,1448A
245802ACH,C01EB09,ubidecarenone,2458A
107401ATB,C01BD01,amiodarone,1074A
110201ATB,C07AG,Alpha and beta blocking agents,1102A
110202ATB,C07AG,Alpha and beta blocking agents,1102A
124801ATB,C07AA15,carteolol,1248A
159302ATB,C01BC04,flecainide,1593A
219501ATB,C01BC03,propafenone,2195A
219502ATB,C01BC03,propafenone,2195A
219503ACR,C01BC03,propafenone,2195A
219504ACR,C01BC03,propafenone,2195A
219505ACR,C01BC03,propafenone,2195A
219901ATB,C07AA05,propranolol,2199A
219904ATB,C07AA05,propranolol,2199A
230402ATB,C07AA07,sotalol,2304A
502101ACH,C01BG,"Other antiarrhythmics, class I and III",5021A
502102ACH,C01BG,"Other antiarrhythmics, class I and III",5021A
597401ATB,C01BD07,dronedarone,5974A
101501ATB,S01EC01,acetazolamide,1015A
106901ATB,C03DB01,amiloride,1069A
112901ATB,C03CA,"Sulfonamides, plain",1129A
163801ATB,C03CA01,furosemide,1638A
170801ATB,C03AA03,hydrochlorothiazide,1708A
174403ATB,C03BA11,indapamide,1744A
231101ATB,C03DA01,spironolactone,2311A
231102ATB,C03DA01,spironolactone,2311A
242001ATB,C03CA04,torasemide,2420A
242002ATB,C03CA04,torasemide,2420A
242003ATB,C03CA04,torasemide,2420A
249401ATB,C03BA10,xipamide,2494A
451302ATB,C03BA04,chlortalidone,4513A
104201ATB,C09AA,"ACE inhibitors, plain",1042A
104202ATB,C09AA,"ACE inhibitors, plain",1042A
107601ATB,C08CA01,amlodipine,1076A
107602ATB,C08CA01,amlodipine,1076A
107603ATB,C08CA01,amlodipine,1076A
111402ATB,C07AB03,atenolol,1114A
111403ATB,C07AB03,atenolol,1114A
114001ACH,C08CA12,barnidipine,1140A
114002ACH,C08CA12,barnidipine,1140A
114003ACH,C08CA12,barnidipine,1140A
115101ATB,C08CA15,benidipine,1151A
115102ATB,C08CA15,benidipine,1151A
115103ATB,C08CA15,benidipine,1151A
115104ATB,C08CA15,benidipine,1151A
116801ATB,C07AB05,betaxolol,1168A
116803ATB,C07AB05,betaxolol,1168A
117001ATB,C07AB06,bevantolol,1170A
117002ATB,C07AB06,bevantolol,1170A
122601ATB,C09CA06,candesartan,1226A
122602ATB,C09CA06,candesartan,1226A
122603ATB,C09CA06,candesartan,1226A
122901ATB,C09AA01,captopril,1229A
122902ATB,C09AA01,captopril,1229A
122903ATB,C09AA01,captopril,1229A
125001ATB,C07AG02,carvedilol,1250A
125002ATB,C07AG02,carvedilol,1250A
125003ATB,C07AG02,carvedilol,1250A
125004ACR,C07AG02,carvedilol,1250A
125004ATR,C07AG02,carvedilol,1250A
125005ATB,C07AG02,carvedilol,1250A
125006ACR,C07AG02,carvedilol,1250A
125006ATR,C07AG02,carvedilol,1250A
125007ACR,C07AG02,carvedilol,1250A
125007ATR,C07AG02,carvedilol,1250A
125008ACR,C07AG02,carvedilol,1250A
125008ATR,C07AG02,carvedilol,1250A
133001ATB,C09AA08,cilazapril,1330A
133002ATB,C09AA08,cilazapril,1330A
133003ATB,C09AA08,cilazapril,1330A
133101ATB,C08CA14,cilnidipine,1331A
133102ATB,C08CA14,cilnidipine,1331A
149102ATB,C02CA04,doxazosin,1491A
149104ATR,C02CA04,doxazosin,1491A
151601ATB,C09AA02,enalapril,1516A
151603ATB,C09AA02,enalapril,1516A
157501ATR,C08CA02,felodipine,1575A
157503ATR,C08CA02,felodipine,1575A
174401ATR,C03BA11,indapamide,1744A
177301ATB,C09CA04,irbesartan,1773A
177303ATB,C09CA04,irbesartan,1773A
180301ATB,C08CA09,lacidipine,1803A
180302ATB,C08CA09,lacidipine,1803A
180303ATB,C08CA09,lacidipine,1803A
182001ATB,C08CA13,lercanidipine,1820A
184501ATB,C09AA03,lisinopril,1845A
185701ATB,C09CA01,losartan,1857A
185702ATB,C09CA01,losartan,1857A
185703ATB,C09CA01,losartan,1857A
188001ATB,C08CA11,manidipine,1880A
188002ATB,C08CA11,manidipine,1880A
196102ATB,C02DC01,minoxidil,1961A
211301ATB,C09AA04,perindopril,2113A
211302ATB,C09AA04,perindopril,2113A
222401ATB,C09AA05,ramipril,2224A
222402ATB,C09AA05,ramipril,2224A
222404ATB,C09AA05,ramipril,2224A
247101ATB,C09CA03,valsartan,2471A
247102ATB,C09CA03,valsartan,2471A
247103ATB,C09CA03,valsartan,2471A
247104ATB,C09CA03,valsartan,2471A
262100ATB,C07CB03,atenolol and other diuretics,2621A
262500ATB,C09DA01,losartan and diuretics,2625A
378900ATB,C09DA01,losartan and diuretics,3789A
486900ATB,C09DA01,losartan and diuretics,4869A
356400ATB,C09DA03,valsartan and diuretics,3564A
442600ATB,C09DA03,valsartan and diuretics,4426A
378801ATB,C09CA07,telmisartan,3788A
378802ATB,C09CA07,telmisartan,3788A
378803ATB,C09CA07,telmisartan,3788A
385700ATB,C09DA04,irbesartan and diuretics,3857A
385800ATB,C09DA04,irbesartan and diuretics,3858A
423700ATB,C09DA06,candesartan and diuretics,4237A
429201ATB,C09CA02,eprosartan,4292A
443200ATB,C09DA07,telmisartan and diuretics,4432A
443300ATB,C09DA07,telmisartan and diuretics,4433A
502600ATB,C09DA07,telmisartan and diuretics,5026A
447100ATB,C09BB05,ramipril and felodipine,4471A
447200ATB,C09BB05,ramipril and felodipine,4472A
459801ACH,C08CA01,amlodipine,4598A
459801ATB,C08CA01,amlodipine,4598A
459802ACH,C08CA01,amlodipine,4598A
459901ATB,C08CA01,amlodipine,4599A
459902ATB,C08CA01,amlodipine,4599A
460500ATB,C09DA02,eprosartan and diuretics,4605A
464601ATB,C08CA01,amlodipine,4646A
468501ATB,C09CA08,olmesartan medoxomil,4685A
468502ATB,C09CA08,olmesartan medoxomil,4685A
468503ATB,C09CA08,olmesartan medoxomil,4685A
469800ATB,C07BB07,bisoprolol and thiazides,4698A
469900ATB,C07BB07,bisoprolol and thiazides,4699A
470000ATB,C07BB07,bisoprolol and thiazides,4700A
470801ATB,C08CA01,amlodipine,4708A
470802ATB,C08CA01,amlodipine,4708A
476201ATB,C08CA01,amlodipine,4762A
479701ATB,C08CA01,amlodipine,4797A
483101ATB,C07AB11,s-atenolol,4831A
483102ATB,C07AB11,s-atenolol,4831A
483201ATB,C08CA17,levamlodipine,4832A
483202ATB,C08CA17,levamlodipine,4832A
485201ATB,C02KX01,bosentan,4852A
485202ATB,C02KX01,bosentan,4852A
486501ATB,C08CA17,levamlodipine,4865A
486502ATB,C08CA17,levamlodipine,4865A
486503ATB,C08CA17,levamlodipine,4865A
489501ATB,C07AB12,nebivolol,4895A
489502ATB,C07AB12,nebivolol,4895A
489503ATB,C07AB12,nebivolol,4895A
492800ATB,C09DB01,valsartan and amlodipine,4928A
492900ATB,C09DB01,valsartan and amlodipine,4929A
495800ATB,C09DB01,valsartan and amlodipine,4958A
500500ATB,C09DB02,olmesartan medoxomil and amlodipine,5005A
582200ATB,C09DB02,olmesartan medoxomil and amlodipine,5822A
582400ATB,C09DB02,olmesartan medoxomil and amlodipine,5824A
501601ATB,C09AA04,perindopril,5016A
501602ATB,C09AA04,perindopril,5016A
502700ATB,C09DB06,losartan and amlodipine,5027A
503000ATB,C09DB06,losartan and amlodipine,5030A
513900ATB,C09DB06,losartan and amlodipine,5139A
511500ATB,C09DB04,telmisartan and amlodipine,5115A
511600ATB,C09DB04,telmisartan and amlodipine,5116A
511700ATB,C09DB04,telmisartan and amlodipine,5117A
623100ATB,C09DB04,telmisartan and amlodipine,6231A
513600ATB,C09DA08,olmesartan medoxomil and diuretics,5136A
515201ATB,C09CA10,fimasartan,5152A
515202ATB,C09CA10,fimasartan,5152A
515203ATB,C09CA10,fimasartan,5152A
519700ATB,C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",5197A
519800ATB,C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",5198A
520000ATB,C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",5200A
521200ATB,C09DB04,telmisartan and amlodipine,5212A
521300ATB,C09DB04,telmisartan and amlodipine,5213A
521400ATB,C09DB04,telmisartan and amlodipine,5214A
644800ATB,C09DB04,telmisartan and amlodipine,6448A
522000ATB,C09DA10,fimasartan and diuretics,5220A
526800ATB,C09DA10,fimasartan and diuretics,5268A
522200ATB,C09DB08,valsartan and lercanidipine,5222A
522300ATB,C09DB08,valsartan and lercanidipine,5223A
522400ATB,C09DB08,valsartan and lercanidipine,5224A
522600ATB,C09DB01,valsartan and amlodipine,5226A
522700ATB,C09DB01,valsartan and amlodipine,5227A
522800ATB,C09DB01,valsartan and amlodipine,5228A
522900ATB,C09DB01,valsartan and amlodipine,5229A
523000ATB,C09DB01,valsartan and amlodipine,5230A
523100ATB,C09DB01,valsartan and amlodipine,5231A
523200ATB,C09DB01,valsartan and amlodipine,5232A
523300ATB,C09DB01,valsartan and amlodipine,5233A
523400ATB,C09DB01,valsartan and amlodipine,5234A
547800ATB,C09DB02,olmesartan medoxomil and amlodipine,5478A
547900ATB,C09DB02,olmesartan medoxomil and amlodipine,5479A
548000ATB,C09DB02,olmesartan medoxomil and amlodipine,5480A
631300ATB,C09DB02,olmesartan medoxomil and amlodipine,6313A
553301ATB,C01CE,Phosphodiesterase inhibitors,5533A
556200ATB,C09BA04,perindopril and diuretics,5562A
564701ATB,C02KX02,ambrisentan,5647A
564702ATB,C02KX02,ambrisentan,5647A
629400ATB,C09DB02,olmesartan medoxomil and amlodipine,6294A
629500ATB,C09DB02,olmesartan medoxomil and amlodipine,6295A
629600ATB,C09DB02,olmesartan medoxomil and amlodipine,6296A
632201ATB,C02KX04,macitentan,6322A
632800ATB,C09DB02,olmesartan medoxomil and amlodipine,6328A
632900ATB,C09DB02,olmesartan medoxomil and amlodipine,6329A
633000ATB,C09DB02,olmesartan medoxomil and amlodipine,6330A
637400ATB,C09DB06,losartan and amlodipine,6374A
637500ATB,C09DB06,losartan and amlodipine,6375A
637600ATB,C09DB06,losartan and amlodipine,6376A
651900ATB,C09DB09,fimasartan and amlodipine,6519A
652000ATB,C09DB09,fimasartan and amlodipine,6520A
652100ATB,C09DB09,fimasartan and amlodipine,6521A
652700ATB,C09DB09,fimasartan and amlodipine,6527A
652301ATB,B01AC27,selexipag,6523A
652302ATB,B01AC27,selexipag,6523A
652303ATB,B01AC27,selexipag,6523A
652304ATB,B01AC27,selexipag,6523A
652900ATB,C09DB07,candesartan and amlodipine,6529A
653000ATB,C09DB07,candesartan and amlodipine,6530A
653100ATB,C09DB07,candesartan and amlodipine,6531A
662402ATB,C09CA09,azilsartan medoxomil,6624A
662403ATB,C09CA09,azilsartan medoxomil,6624A
662800ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",6628A
662900ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",6629A
663000ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",6630A
663500ATB,C09DX08,"telmisartan, amlodipine and hydrochlorothiazide",6635A
663600ATB,C09DX08,"telmisartan, amlodipine and hydrochlorothiazide",6636A
663700ATB,C09DX08,"telmisartan, amlodipine and hydrochlorothiazide",6637A
663800ATB,C09DX08,"telmisartan, amlodipine and hydrochlorothiazide",6638A
673500ATB,C09DA09,azilsartan medoxomil and diuretics,6735A
673600ATB,C09DA09,azilsartan medoxomil and diuretics,6736A
682700ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",6827A
682800ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",6828A
682900ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",6829A
697300ATB,C09DB04,telmisartan and amlodipine,6973A
697400ATB,C09DB04,telmisartan and amlodipine,6974A
697500ATB,C09DB04,telmisartan and amlodipine,6975A
697600ATB,C09DB04,telmisartan and amlodipine,6976A
701401ATB,C08CA,Dihydropyridine derivatives,7014A
701402ATB,C08CA,Dihydropyridine derivatives,7014A
707500ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",7075A
707600ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",7076A
707700ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",7077A
710700ATB,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",7107A
709000ATB,C09DA01,losartan and diuretics,7090A
709100ATB,C09DA01,losartan and diuretics,7091A
721100ATB,C09DA01,losartan and diuretics,7211A
716100ATB,C09DB09,fimasartan and amlodipine,7161A
717500ATB,C09DB09,fimasartan and amlodipine,7175A
728200ATB,C09DB05,irbesartan and amlodipine,7282A
728300ATB,C09DB05,irbesartan and amlodipine,7283A
728400ATB,C09DB05,irbesartan and amlodipine,7284A
146602ACH,C05CA03,diosmin,1466A
146603ATB,C05CA03,diosmin,1466A
163601ATB,C05CA53,"diosmin, combinations",1636A
478801ATB,C05CX02,naftazone,4788A
195601ATB,C01CA17,midodrine,1956A
145701ACR,C08DB01,diltiazem,1457A
145703ACR,C08DB01,diltiazem,1457A
145706ATB,C08DB01,diltiazem,1457A
145707ACR,C08DB01,diltiazem,1457A
145707ATR,C08DB01,diltiazem,1457A
160501ACH,N07CA03,flunarizine,1605A
178403ACR,C01DA08,isosorbide dinitrate,1784A
178406ACR,C01DA08,isosorbide dinitrate,1784A
178407ATR,C01DA08,isosorbide dinitrate,1784A
178501ATB,C01DA14,isosorbide mononitrate,1785A
178502ATB,C01DA14,isosorbide mononitrate,1785A
178503ACR,C01DA14,isosorbide mononitrate,1785A
178504ATR,C01DA14,isosorbide mononitrate,1785A
178506ATR,C01DA14,isosorbide mononitrate,1785A
197001ATB,C01DX12,molsidomine,1970A
197002ATB,C01DX12,molsidomine,1970A
198601ACH,C04AX21,naftidrofuryl,1986A
198601ATB,C04AX21,naftidrofuryl,1986A
201301ATB,C01DX16,nicorandil,2013A
201405ATR,C08CA05,nifedipine,2014A
201409ATR,C08CA05,nifedipine,2014A
201901ATB,C08CA06,nimodipine,2019A
202602ATL,C01DA02,glyceryl trinitrate,2026A
244501ATB,C01EB15,trimetazidine,2445A
244502ATR,C01EB15,trimetazidine,2445A
247603ATR,C08DA01,verapamil,2476A
247605ATR,C08DA01,verapamil,2476A
247606ATB,C08DA01,verapamil,2476A
247607ATB,C08DA01,verapamil,2476A
356202ATR,C08CA07,nisoldipine,3562A
356203ATR,C08CA07,nisoldipine,3562A
441201ATB,C08CA,Dihydropyridine derivatives,4412A
441202ATB,C08CA,Dihydropyridine derivatives,4412A
528201ATR,C08CA05,nifedipine,5282A
102201ACH,C10AD06,acipimox,1022A
111501ATB,C10AA05,atorvastatin,1115A
111502ATB,C10AA05,atorvastatin,1115A
111503ATB,C10AA05,atorvastatin,1115A
111504ATB,C10AA05,atorvastatin,1115A
117101ATB,C10AB02,bezafibrate,1171A
117102ATR,C10AB02,bezafibrate,1171A
136901ATB,B01AC04,clopidogrel,1369A
136902ATB,B01AC04,clopidogrel,1369A
157702ACR,C10AB05,fenofibrate,1577A
157704ATB,C10AB05,fenofibrate,1577A
162403ATR,C10AA04,fluvastatin,1624A
165001ACH,C10AB04,gemfibrozil,1650A
185801ATB,C10AA02,lovastatin,1858A
194901ACH,C10AB05,fenofibrate,1949A
194902ACH,C10AB05,fenofibrate,1949A
194930ACH,C10AB05,fenofibrate,1949A
194930ATB,C10AB05,fenofibrate,1949A
216601ATB,C10AA03,pravastatin,2166A
216602ATB,C10AA03,pravastatin,2166A
216603ATB,C10AA03,pravastatin,2166A
216604ATB,C10AA03,pravastatin,2166A
227801ATB,C10AA01,simvastatin,2278A
227802ATB,C10AA01,simvastatin,2278A
227806ATB,C10AA01,simvastatin,2278A
454001ATB,C10AA07,rosuvastatin,4540A
454001ATD,C10AA07,rosuvastatin,4540A
454002ATB,C10AA07,rosuvastatin,4540A
454002ATD,C10AA07,rosuvastatin,4540A
454003ATB,C10AA07,rosuvastatin,4540A
454003ATD,C10AA07,rosuvastatin,4540A
454005ATB,C10AA07,rosuvastatin,4540A
462201ATB,C10AX09,ezetimibe,4622A
470901ATB,C10AA08,pitavastatin,4709A
470902ATB,C10AA08,pitavastatin,4709A
470903ATB,C10AA08,pitavastatin,4709A
471000ATB,C10BA02,simvastatin and ezetimibe,4710A
471100ATB,C10BA02,simvastatin and ezetimibe,4711A
507800ATB,C10BA02,simvastatin and ezetimibe,5078A
492501ATB,B01AC04,clopidogrel,4925A
495201ATB,B01AC04,clopidogrel,4952A
498801ATB,B01AC04,clopidogrel,4988A
498900ATB,B01AC30,combinations,4989A
501501ATB,B01AC04,clopidogrel,5015A
502201ATB,C10AA05,atorvastatin,5022A
502202ATB,C10AA05,atorvastatin,5022A
502203ATB,C10AA05,atorvastatin,5022A
502204ATB,C10AA05,atorvastatin,5022A
517900ACE,B01AC30,combinations,5179A
517900ATE,B01AC30,combinations,5179A
667500ACE,B01AC30,combinations,6675A
519300ACH,C10BA03,pravastatin and fenofibrate,5193A
520301ACH,C10AB05,fenofibrate,5203A
520302ATE,C10AB05,fenofibrate,5203A
597301ATB,B01AC22,prasugrel,5973A
597302ATB,B01AC22,prasugrel,5973A
615901ATB,B01AC24,ticagrelor,6159A
615902ATB,B01AC24,ticagrelor,6159A
633800ATB,C10BA05,atorvastatin and ezetimibe,6338A
633900ATB,C10BA05,atorvastatin and ezetimibe,6339A
634600ATB,C10BA05,atorvastatin and ezetimibe,6346A
634800ATB,C10BA05,atorvastatin and ezetimibe,6348A
640700ATB,C10BA06,rosuvastatin and ezetimibe,6407A
640800ATB,C10BA06,rosuvastatin and ezetimibe,6408A
640900ATB,C10BA06,rosuvastatin and ezetimibe,6409A
701100ATB,C10BA06,rosuvastatin and ezetimibe,7011A
642301ACR,C10AB11,choline fenofibrate,6423A
642301ATR,C10AB11,choline fenofibrate,6423A
663400ACS,C10BA07,rosuvastatin and omega-3 fatty acids,6634A
679300ACH,C10BA,Combinations of various lipid modifying agents,6793A
679401ACS,C10AX06,omega-3-triglycerides incl. other esters and acids,6794A
679402ACS,C10AX06,omega-3-triglycerides incl. other esters and acids,6794A
679403ACS,C10AX06,omega-3-triglycerides incl. other esters and acids,6794A
694000ACS,C10BA08,atorvastatin and omega-3 fatty acids,6940A
711200ACS,C10BA08,atorvastatin and omega-3 fatty acids,7112A
699400ATB,C10BA,Combinations of various lipid modifying agents,6994A
699500ATB,C10BA,Combinations of various lipid modifying agents,6995A
702800ATB,C10BA,Combinations of various lipid modifying agents,7028A
721300ATB,C10BA05,atorvastatin and ezetimibe,7213A
101601ATB,N06BX12,acetylcarnitine,1016A
111001ACE,B01AC06,acetylsalicylic acid,1110A
111001ATE,B01AC06,acetylsalicylic acid,1110A
117901ATB,C07AB07,bisoprolol,1179A
117902ATB,C07AB07,bisoprolol,1179A
121701ATB,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,1217A
124531ALQ,A16AA01,levocarnitine,1245A
124503ATB,A16AA01,levocarnitine,1245A
124535ALQ,A16AA01,levocarnitine,1245A
129101ATB,C07AB08,celiprolol,1291A
148101ATB,C05BX01,calcium dobesilate,1481A
148103ATB,C05BX01,calcium dobesilate,1481A
165301ATB,N06DX02,Ginkgo folium,1653A
165303ATB,N06DX02,Ginkgo folium,1653A
165305ATB,N06DX02,Ginkgo folium,1653A
165310ATB,N06DX02,Ginkgo folium,1653A
172701ACR,C04AX,Other peripheral vasodilators,1727A
173201ATB,C04AX28,ifenprodil,1732A
179303ATE,C04AF01,kallidinogenase,1793A
184101ATB,B01AC28,limaprost,1841A
193802ATB,C07AB02,metoprolol,1938A
198301ATB,C07AA12,nadolol,1983A
201201ATB,C04AE02,nicergoline,2012A
201203ATB,C04AE02,nicergoline,2012A
201204ATB,C04AE02,nicergoline,2012A
210802ATR,C04AD03,pentoxifylline,2108A
215430ASS,V03AE01,polystyrene sulfonate,2154A
215432ASS,V03AE01,polystyrene sulfonate,2154A
215402ACM,V03AE01,polystyrene sulfonate,2154A
215402AGN,V03AE01,polystyrene sulfonate,2154A
215402APD,V03AE01,polystyrene sulfonate,2154A
244101ACH,B01AC18,triflusal,2441A
244102ACH,B01AC18,triflusal,2441A
248901ATB,C05CX,Other capillary stabilizing agents,2489A
248902ATB,C05CX,Other capillary stabilizing agents,2489A
461601ATB,N06BX06,citicoline,4616A
472300ATB,C10BX03,atorvastatin and amlodipine,4723A
472400ATB,C10BX03,atorvastatin and amlodipine,4724A
472500ATB,C10BX03,atorvastatin and amlodipine,4725A
518900ATB,C10BX03,atorvastatin and amlodipine,5189A
487102ATB,V03AE03,lanthanum carbonate,4871A
487103ATB,V03AE03,lanthanum carbonate,4871A
487104APD,V03AE03,lanthanum carbonate,4871A
489700ACR,B01AC30,combinations,4897A
495401ACH,C05CX,Other capillary stabilizing agents,4954A
517701APD,V03AE02,sevelamer,5177A
517701ATB,V03AE02,sevelamer,5177A
524000ATB,C10BX,Lipid modifying agents in combination with other drugs,5240A
524100ATB,C10BX,Lipid modifying agents in combination with other drugs,5241A
527000ATB,C10BX,Lipid modifying agents in combination with other drugs,5270A
527100ATB,C10BX,Lipid modifying agents in combination with other drugs,5271A
525000ATB,C10BX10,rosuvastatin and valsartan,5250A
525100ATB,C10BX10,rosuvastatin and valsartan,5251A
525200ATB,C10BX10,rosuvastatin and valsartan,5252A
525300ATB,C10BX10,rosuvastatin and valsartan,5253A
629700ATB,C10BX10,rosuvastatin and valsartan,6297A
629800ATB,C10BX10,rosuvastatin and valsartan,6298A
526300ATB,C10BX,Lipid modifying agents in combination with other drugs,5263A
526400ATB,C10BX,Lipid modifying agents in combination with other drugs,5264A
526500ATB,C10BX,Lipid modifying agents in combination with other drugs,5265A
526900ATB,C10BX,Lipid modifying agents in combination with other drugs,5269A
644100ATB,C10BX,Lipid modifying agents in combination with other drugs,6441A
644200ATB,C10BX,Lipid modifying agents in combination with other drugs,6442A
653200ATB,C10BX,Lipid modifying agents in combination with other drugs,6532A
550401ATB,C01EB17,ivabradine,5504A
550402ATB,C01EB17,ivabradine,5504A
614500ATB,C10BX03,atorvastatin and amlodipine,6145A
616501ATB,C03XA01,tolvaptan,6165A
616502ATB,C03XA01,tolvaptan,6165A
616503ATB,C03XA01,tolvaptan,6165A
616504ATB,C03XA01,tolvaptan,6165A
629900ATB,C10BX20,rosuvastatin and telmisartan,6299A
630000ATB,C10BX20,rosuvastatin and telmisartan,6300A
630100ATB,C10BX20,rosuvastatin and telmisartan,6301A
630200ATB,C10BX20,rosuvastatin and telmisartan,6302A
631600ATB,C10BX20,rosuvastatin and telmisartan,6316A
631700ATB,C10BX20,rosuvastatin and telmisartan,6317A
634900ATB,C10BX,Lipid modifying agents in combination with other drugs,6349A
635000ATB,C10BX,Lipid modifying agents in combination with other drugs,6350A
635100ATB,C10BX,Lipid modifying agents in combination with other drugs,6351A
635200ATB,C10BX,Lipid modifying agents in combination with other drugs,6352A
651401ATB,C09DX04,valsartan and sacubitril,6514A
651402ATB,C09DX04,valsartan and sacubitril,6514A
651403ATB,C09DX04,valsartan and sacubitril,6514A
654700ATB,C10BX16,rosuvastatin and fimasartan,6547A
