주성분코드,ATC코드,주성분명
203131BIJ,C01CA03,norepinephrine
203132BIJ,C01CA03,norepinephrine
203133BIJ,C01CA03,norepinephrine
243336BIJ,H02AB08,triamcinolone
243335BIJ,H02AB08,triamcinolone
243337BIJ,H02AB08,triamcinolone
669401BIJ,C01CA24,epinephrine
669402BIJ,C01CA24,epinephrine
556301BIJ,H01CC02,cetrorelix
162730BIJ,G03GA05,follitropin alfa
162731BIJ,G03GA05,follitropin alfa
162732BIJ,G03GA05,follitropin alfa
162734BIJ,G03GA05,follitropin alfa
162735BIJ,G03GA05,follitropin alfa
162702BIJ,G03GA05,follitropin alfa
162803BIJ,G03GA06,follitropin beta
162804BIJ,G03GA06,follitropin beta
162805BIJ,G03GA06,follitropin beta
169402BIJ,G03GA01,chorionic gonadotrophin
169404BIJ,G03GA01,chorionic gonadotrophin
181202BIJ,H01CB03,lanreotide
181203BIJ,H01CB03,lanreotide
181204BIJ,H01CB03,lanreotide
190201BIJ,G03GA02,human menopausal gonadotrophin
190202BIJ,G03GA02,human menopausal gonadotrophin
203730BIJ,H01CB02,octreotide
203702BIJ,H01CB02,octreotide
203703BIJ,H01CB02,octreotide
203704BIJ,H01CB02,octreotide
455738BIJ,B03XA02,darbepoetin alfa
455739BIJ,B03XA02,darbepoetin alfa
455735BIJ,B03XA02,darbepoetin alfa
455736BIJ,B03XA02,darbepoetin alfa
455737BIJ,B03XA02,darbepoetin alfa
465001BIJ,G03GA07,lutropin alfa
500334BIJ,B03XA01,erythropoietin
500337BIJ,B03XA01,erythropoietin
500340BIJ,B03XA01,erythropoietin
500341BIJ,B03XA01,erythropoietin
500342BIJ,B03XA01,erythropoietin
500343BIJ,B03XA01,erythropoietin
500330BIJ,B03XA01,erythropoietin
500331BIJ,B03XA01,erythropoietin
500333BIJ,B03XA01,erythropoietin
500338BIJ,B03XA01,erythropoietin
500336BIJ,B03XA01,erythropoietin
500339BIJ,B03XA01,erythropoietin
504303BIJ,B03XA03,methoxy polyethylene glycol-epoetin beta
504305BIJ,B03XA03,methoxy polyethylene glycol-epoetin beta
504306BIJ,B03XA03,methoxy polyethylene glycol-epoetin beta
504307BIJ,B03XA03,methoxy polyethylene glycol-epoetin beta
504308BIJ,B03XA03,methoxy polyethylene glycol-epoetin beta
504309BIJ,B03XA03,methoxy polyethylene glycol-epoetin beta
504311BIJ,B03XA03,methoxy polyethylene glycol-epoetin beta
504310BIJ,B03XA03,methoxy polyethylene glycol-epoetin beta
554600BIJ,G03GA,Gonadotropins
565601BIJ,H01CC01,ganirelix
572531BIJ,G03GA,Gonadotropins
572532BIJ,G03GA,Gonadotropins
572533BIJ,G03GA,Gonadotropins
572534BIJ,G03GA,Gonadotropins
572535BIJ,G03GA,Gonadotropins
572536BIJ,G03GA,Gonadotropins
572537BIJ,G03GA,Gonadotropins
572538BIJ,G03GA,Gonadotropins
621601BIJ,G03GA02,human menopausal gonadotrophin
621603BIJ,G03GA02,human menopausal gonadotrophin
685401BIJ,G03GA10,follitropin delta
685402BIJ,G03GA10,follitropin delta
685403BIJ,G03GA10,follitropin delta
689501BIJ,H01AX01,pegvisomant
689502BIJ,H01AX01,pegvisomant
689503BIJ,H01AX01,pegvisomant
689504BIJ,H01AX01,pegvisomant
689505BIJ,H01AX01,pegvisomant
193030BIJ,G02AB01,methylergometrine
207531BIJ,H01BB02,oxytocin
207530BIJ,H01BB02,oxytocin
233501BIJ,G02AD05,sulprostone
224330BIJ,G02CA01,ritodrine
473430BIJ,G02CX01,atosiban
473431BIJ,G02CX01,atosiban
121630BIJ,A11CC04,calcitriol
430731BIJ,H05BX02,paricalcitol
237330BIJ,A11DA01,thiamine (vit B1)
316400BIJ,A11EA,"Vitamin B-complex, plain"
316600BIJ,A11EA,"Vitamin B-complex, plain"
316600BIJ,B05XC,Vitamins
110431BIJ,A11GA01,ascorbic acid (vit C)
110433BIJ,A11GA01,ascorbic acid (vit C)
110430BIJ,A11GA01,ascorbic acid (vit C)
248830BIJ,B02BA01,phytomenadione
316900BIJ,B05XC,Vitamins
317000BIJ,B05XC,Vitamins
122001BIJ,B05XA07,calcium chloride
122202BIJ,B05XA19,calcium gluconate
359730BIJ,B03AC,"Iron, parenteral preparations"
359731BIJ,B03AC,"Iron, parenteral preparations"
704501BIJ,B03AC,"Iron, parenteral preparations"
704502BIJ,B03AC,"Iron, parenteral preparations"
704503BIJ,B03AC,"Iron, parenteral preparations"
142714BIJ,B05BA03,carbohydrates
142712BIJ,B05BA03,carbohydrates
142713BIJ,B05BA03,carbohydrates
142703BIJ,B05BA03,carbohydrates
142715BIJ,B05BA03,carbohydrates
142717BIJ,B05BA03,carbohydrates
142718BIJ,B05BA03,carbohydrates
142719BIJ,B05BA03,carbohydrates
142720BIJ,B05BA03,carbohydrates
142734BIJ,B05BA03,carbohydrates
142706BIJ,B05BA03,carbohydrates
142708BIJ,B05BA03,carbohydrates
142709BIJ,B05BA03,carbohydrates
142710BIJ,B05BA03,carbohydrates
142711BIJ,B05BA03,carbohydrates
142728BIJ,B05BA03,carbohydrates
142733BIJ,B05BA03,carbohydrates
148004BIJ,B05BC01,mannitol
148005BIJ,B05BC01,mannitol
148003BIJ,B05BC01,mannitol
148008BIJ,B05BC01,mannitol
148002BIJ,B05BC01,mannitol
148006BIJ,B05BC01,mannitol
148001BIJ,B05BC01,mannitol
163701BIJ,B05BA03,carbohydrates
230301BIJ,B05BA03,carbohydrates
107169BIJ,B05BA01,amino acids
107170BIJ,B05BA01,amino acids
107157BIJ,B05BA01,amino acids
107158BIJ,B05BA01,amino acids
107159BIJ,B05BA01,amino acids
107160BIJ,B05BA01,amino acids
107139BIJ,B05BA01,amino acids
107140BIJ,B05BA01,amino acids
107141BIJ,B05BA01,amino acids
107142BIJ,B05BA01,amino acids
107143BIJ,B05BA01,amino acids
107144BIJ,B05BA01,amino acids
107145BIJ,B05BA01,amino acids
107148BIJ,B05BA01,amino acids
107152BIJ,B05BA01,amino acids
107153BIJ,B05BA01,amino acids
107154BIJ,B05BA01,amino acids
107155BIJ,B05BA01,amino acids
107156BIJ,B05BA01,amino acids
418400BIJ,B05BA10,combinations
477600BIJ,B05BA10,combinations
477700BIJ,B05BA10,combinations
480500BIJ,B05BA10,combinations
422400BIJ,B05BA01,amino acids
464500BIJ,B05BA01,amino acids
422500BIJ,B05BA10,combinations
452200BIJ,B05BA10,combinations
455300BIJ,B05BA10,combinations
472200BIJ,B05BA10,combinations
488200BIJ,B05BA10,combinations
676400BIJ,B05BA10,combinations
513400BIJ,B05BA10,combinations
475600BIJ,B05BA10,combinations
475700BIJ,B05BA10,combinations
481000BIJ,B05BA10,combinations
482300BIJ,B05BA10,combinations
485900BIJ,B05BA10,combinations
512500BIJ,B05BA10,combinations
489931BIJ,B05XB02,alanyl glutamine
505100BIJ,B05BA10,combinations
505200BIJ,B05BA10,combinations
505300BIJ,B05BA10,combinations
598900BIJ,B05BA10,combinations
607900BIJ,B05BA10,combinations
608000BIJ,B05BA10,combinations
635400BIJ,B05BA10,combinations
635500BIJ,B05BA10,combinations
636600BIJ,B05BA10,combinations
732200BIJ,B05BA10,combinations
524200BIJ,B05BA10,combinations
524300BIJ,B05BA10,combinations
526700BIJ,B05BA10,combinations
687300BIJ,B05BA10,combinations
524400BIJ,B05BA10,combinations
524500BIJ,B05BA10,combinations
524600BIJ,B05BA10,combinations
667700BIJ,B05BA10,combinations
712100BIJ,B05BA10,combinations
619400BIJ,B05BA10,combinations
619500BIJ,B05BA10,combinations
619600BIJ,B05BA10,combinations
619700BIJ,B05BA10,combinations
619800BIJ,B05BA10,combinations
619900BIJ,B05BA10,combinations
653300BIJ,B05BA10,combinations
653600BIJ,B05BA10,combinations
723600BIJ,B05BA10,combinations
723700BIJ,B05BA10,combinations
723800BIJ,B05BA10,combinations
725100BIJ,B05BA10,combinations
724900BIJ,B05BA10,combinations
725000BIJ,B05BA10,combinations
726000BIJ,B05BA10,combinations
726100BIJ,B05BA10,combinations
727200BIJ,B05BA10,combinations
728600BIJ,B05BA10,combinations
728700BIJ,B05BA10,combinations
728800BIJ,B05BA10,combinations
728900BIJ,B05BA10,combinations
729000BIJ,B05BA10,combinations
729100BIJ,B05BA10,combinations
730400BIJ,B05BA10,combinations
731100BIJ,B05BA10,combinations
731300BIJ,B05BA01,amino acids
230503BIJ,B05BA02,fat emulsions
230504BIJ,B05BA02,fat emulsions
441030BIJ,B05BA02,fat emulsions
441031BIJ,B05BA02,fat emulsions
441033BIJ,B05BA02,fat emulsions
486700BIJ,B05BA02,fat emulsions
486800BIJ,B05BA02,fat emulsions
511900BIJ,B05BA02,fat emulsions
612400BIJ,B05BA02,fat emulsions
215803BIJ,B05XA01,potassium chloride
215804BIJ,B05XA01,potassium chloride
215807BIJ,B05XA01,potassium chloride
228703BIJ,B05XA03,sodium chloride
228719BIJ,B05XA03,sodium chloride
228701BIJ,B05XA03,sodium chloride
228707BIJ,B05XA03,sodium chloride
228709BIJ,B05XA03,sodium chloride
228708BIJ,B05XA03,sodium chloride
228710BIJ,B05XA03,sodium chloride
228711BIJ,B05XA03,sodium chloride
228712BIJ,B05XA03,sodium chloride
228713BIJ,B05XA03,sodium chloride
228714BIJ,B05XA03,sodium chloride
228715BIJ,B05XA03,sodium chloride
228722BIJ,B05XA03,sodium chloride
228726BIJ,B05XA03,sodium chloride
228728BIJ,B05XA03,sodium chloride
228757BIJ,B05XA03,sodium chloride
348700BIJ,B05BB02,electrolytes with carbohydrates
320100BIJ,B05BB02,electrolytes with carbohydrates
320200BIJ,B05BB02,electrolytes with carbohydrates
320300BIJ,B05BB02,electrolytes with carbohydrates
320400BIJ,B05BB02,electrolytes with carbohydrates
349300BIJ,B05BB02,electrolytes with carbohydrates
319000BIJ,B05BB02,electrolytes with carbohydrates
348500BIJ,B05BB02,electrolytes with carbohydrates
348600BIJ,B05BB02,electrolytes with carbohydrates
367800BIJ,B05BB02,electrolytes with carbohydrates
496200BIJ,B05BB02,electrolytes with carbohydrates
496300BIJ,B05BB02,electrolytes with carbohydrates
319500BIJ,B05BB02,electrolytes with carbohydrates
319600BIJ,B05BB02,electrolytes with carbohydrates
400600BIJ,B05BB02,electrolytes with carbohydrates
653700BIJ,B05BB02,electrolytes with carbohydrates
319700BIJ,B05BB02,electrolytes with carbohydrates
319800BIJ,B05BB02,electrolytes with carbohydrates
320000BIJ,B05BB04,electrolytes in combination with other drugs
349000BIJ,B05BB04,electrolytes in combination with other drugs
320600BIJ,B05BB02,electrolytes with carbohydrates
512700BIJ,B05BB01,electrolytes
512800BIJ,B05BB01,electrolytes
320700BIJ,B05BB01,electrolytes
349400BIJ,B05BB01,electrolytes
320900BIJ,B05BB02,electrolytes with carbohydrates
349500BIJ,B05BB02,electrolytes with carbohydrates
389800BIJ,B05BB02,electrolytes with carbohydrates
519400BIJ,B05BB01,electrolytes
518100BIJ,B05BB01,electrolytes
496700BIJ,B05BB01,electrolytes
152904BIJ,B02BD08,coagulation factor VIIa
152905BIJ,B02BD08,coagulation factor VIIa
152906BIJ,B02BD08,coagulation factor VIIa
168430BIJ,B02BX03,batroxobin
168431BIJ,B02BX03,batroxobin
242531BIJ,B02AA02,tranexamic acid
242530BIJ,B02AA02,tranexamic acid
650701BIJ,V03AB37,idarucizumab
140232BIJ,B01AB04,dalteparin
140230BIJ,B01AB04,dalteparin
140234BIJ,B01AB04,dalteparin
140231BIJ,B01AB04,dalteparin
140233BIJ,B01AB04,dalteparin
152130BIJ,B01AB05,enoxaparin
152131BIJ,B01AB05,enoxaparin
152132BIJ,B01AB05,enoxaparin
152133BIJ,B01AB05,enoxaparin
152134BIJ,B01AB05,enoxaparin
168636BIJ,B01AB01,heparin
168630BIJ,B01AB01,heparin
168632BIJ,B01AB01,heparin
168637BIJ,B01AB01,heparin
168638BIJ,B01AB01,heparin
168631BIJ,B01AB01,heparin
198430BIJ,B01AB06,nadroparin
198432BIJ,B01AB06,nadroparin
380700BIJ,B01AX,Other antithrombotic agents
450130BIJ,B01AX05,fondaparinux
465830BIJ,B01AB12,bemiparin
465831BIJ,B01AB12,bemiparin
650501BIJ,B01AX01,defibrotide
158930BIJ,L03AA02,filgrastim
158931BIJ,L03AA02,filgrastim
158932BIJ,L03AA02,filgrastim
158934BIJ,L03AA02,filgrastim
158935BIJ,L03AA02,filgrastim
158936BIJ,L03AA02,filgrastim
158933BIJ,L03AA02,filgrastim
181801BIJ,L03AA10,lenograstim
181802BIJ,L03AA10,lenograstim
181803BIJ,L03AA10,lenograstim
618830BIJ,L03AA13,pegfilgrastim
628330BIJ,L03AA,Colony stimulating factors
633130BIJ,L03AA17,pegteograstim
684901BIJ,L03AA14,lipegfilgrastim
210430BIJ,B05AA07,hydroxyethylstarch
216030BIJ,B05XA06,"potassium phosphate, incl. combinations with other potassium salts"
220330BIJ,V03AB14,protamine
319200BIJ,B05AA07,hydroxyethylstarch
321000BIJ,B05XA30,combinations of electrolytes
431630BIJ,B02BD02,coagulation factor VIII
431631BIJ,B02BD02,coagulation factor VIII
431632BIJ,B02BD02,coagulation factor VIII
431633BIJ,B02BD02,coagulation factor VIII
431730BIJ,B02BD04,coagulation factor IX
431731BIJ,B02BD04,coagulation factor IX
431732BIJ,B02BD04,coagulation factor IX
431733BIJ,B02BD04,coagulation factor IX
431734BIJ,B02BD04,coagulation factor IX
486601BIJ,B02BD02,coagulation factor VIII
486602BIJ,B02BD02,coagulation factor VIII
486603BIJ,B02BD02,coagulation factor VIII
486604BIJ,B02BD02,coagulation factor VIII
486605BIJ,B02BD02,coagulation factor VIII
488300BIJ,B05XA31,electrolytes in combination with other drugs
506230BIJ,B02BD02,coagulation factor VIII
506231BIJ,B02BD02,coagulation factor VIII
506232BIJ,B02BD02,coagulation factor VIII
590530BIJ,L03AX16,plerixafor
607800BIJ,B05AA07,hydroxyethylstarch
615401BIJ,B02BX04,romiplostim
649701BIJ,B02BD04,coagulation factor IX
649702BIJ,B02BD04,coagulation factor IX
649703BIJ,B02BD04,coagulation factor IX
649704BIJ,B02BD04,coagulation factor IX
649705BIJ,B02BD04,coagulation factor IX
666801BIJ,B02BD04,coagulation factor IX
666802BIJ,B02BD04,coagulation factor IX
666803BIJ,B02BD04,coagulation factor IX
666804BIJ,B02BD04,coagulation factor IX
666805BIJ,B02BD04,coagulation factor IX
670201BIJ,B02BD02,coagulation factor VIII
670202BIJ,B02BD02,coagulation factor VIII
670203BIJ,B02BD02,coagulation factor VIII
670204BIJ,B02BD02,coagulation factor VIII
670501BIJ,B02BD02,coagulation factor VIII
670502BIJ,B02BD02,coagulation factor VIII
670503BIJ,B02BD02,coagulation factor VIII
670504BIJ,B02BD02,coagulation factor VIII
670505BIJ,B02BD02,coagulation factor VIII
676702BIJ,B02BX06,emicizumab
676703BIJ,B02BX06,emicizumab
676704BIJ,B02BX06,emicizumab
676705BIJ,B02BX06,emicizumab
676701BIJ,B02BX06,emicizumab
694301BIJ,B02BD02,coagulation factor VIII
694302BIJ,B02BD02,coagulation factor VIII
694303BIJ,B02BD02,coagulation factor VIII
694304BIJ,B02BD02,coagulation factor VIII
694305BIJ,B02BD02,coagulation factor VIII
700001BIJ,L03AA19,eflapegrastim
720901BIJ,B02BD14,susoctocog alfa
724101BIJ,B02BD02,coagulation factor VIII
724102BIJ,B02BD02,coagulation factor VIII
724103BIJ,B02BD02,coagulation factor VIII
724104BIJ,B02BD02,coagulation factor VIII
733001BIJ,B02BD04,coagulation factor IX
733002BIJ,B02BD04,coagulation factor IX
733003BIJ,B02BD04,coagulation factor IX
733004BIJ,B02BD04,coagulation factor IX
228503BIS,B05ZA,"Hemodialytics, concentrates"
228505BIS,B05ZA,"Hemodialytics, concentrates"
228506BIS,B05ZA,"Hemodialytics, concentrates"
228509BIS,B05ZA,"Hemodialytics, concentrates"
228526BIS,B05ZA,"Hemodialytics, concentrates"
228519BIS,B05ZA,"Hemodialytics, concentrates"
228535BIS,B05ZA,"Hemodialytics, concentrates"
228504BIS,B05ZA,"Hemodialytics, concentrates"
228515BIS,B05ZA,"Hemodialytics, concentrates"
228518BIS,B05ZA,"Hemodialytics, concentrates"
228523BIS,B05ZA,"Hemodialytics, concentrates"
228531BIS,B05ZA,"Hemodialytics, concentrates"
228532BIS,B05ZA,"Hemodialytics, concentrates"
350400BIS,B05ZA,"Hemodialytics, concentrates"
510300BIS,B05ZA,"Hemodialytics, concentrates"
322800BIS,B05ZA,"Hemodialytics, concentrates"
606600BIS,B05ZA,"Hemodialytics, concentrates"
606700BIS,B05ZA,"Hemodialytics, concentrates"
669500BIS,B05ZA,"Hemodialytics, concentrates"
479300BIS,B05ZA,"Hemodialytics, concentrates"
323200BIS,B05ZA,"Hemodialytics, concentrates"
510200BIS,B05ZA,"Hemodialytics, concentrates"
323400BIS,B05ZA,"Hemodialytics, concentrates"
473100BIS,B05ZA,"Hemodialytics, concentrates"
510100BIS,B05ZA,"Hemodialytics, concentrates"
650300BIS,B05ZA,"Hemodialytics, concentrates"
365900BIS,B05DB,Hypertonic solutions
366000BIS,B05DB,Hypertonic solutions
429900BIS,B05ZB,Hemofiltrates
478900BIS,B05ZA,"Hemodialytics, concentrates"
479500BIS,B05ZA,"Hemodialytics, concentrates"
645100BIS,B05ZA,"Hemodialytics, concentrates"
463700BIS,B05DB,Hypertonic solutions
463900BIS,B05DB,Hypertonic solutions
464000BIS,B05DB,Hypertonic solutions
324100BIS,B05CX10,combinations
326500BIS,B05XA16,cardioplegia solutions
354200BIS,B05XA16,cardioplegia solutions
349700BIS,B05DB,Hypertonic solutions
349800BIS,B05DB,Hypertonic solutions
350300BIS,B05DB,Hypertonic solutions
366100BIS,B05DB,Hypertonic solutions
449000BIS,B05DB,Hypertonic solutions
449800BIS,B05DB,Hypertonic solutions
513500BIS,B05DB,Hypertonic solutions
366200BIS,B05DB,Hypertonic solutions
449100BIS,B05DB,Hypertonic solutions
449900BIS,B05DB,Hypertonic solutions
464700BIS,B05DB,Hypertonic solutions
366300BIS,B05DB,Hypertonic solutions
449200BIS,B05DB,Hypertonic solutions
450000BIS,B05DB,Hypertonic solutions
464800BIS,B05DB,Hypertonic solutions
509600BIS,B05DB,Hypertonic solutions
509700BIS,B05DB,Hypertonic solutions
509800BIS,B05DB,Hypertonic solutions
510700BIS,B05DB,Hypertonic solutions
510800BIS,B05DB,Hypertonic solutions
510900BIS,B05DB,Hypertonic solutions
511000BIS,B05DB,Hypertonic solutions
511100BIS,B05DB,Hypertonic solutions
665700BIS,B05DB,Hypertonic solutions
665800BIS,B05DB,Hypertonic solutions
665900BIS,B05DB,Hypertonic solutions
707800BIS,B05DB,Hypertonic solutions
515300BIS,B05ZB,Hemofiltrates
681600BIS,B05DB,Hypertonic solutions
681800BIS,B05DB,Hypertonic solutions
682000BIS,B05DB,Hypertonic solutions
516900BIS,B05ZB,Hemofiltrates
517000BIS,B05ZB,Hemofiltrates
644300BIJ,B05DB,Hypertonic solutions
659300BIS,B05ZB,Hemofiltrates
659400BIS,B05ZB,Hemofiltrates
110530BIJ,A05BA06,ornithine oxoglurate
110531BIJ,A05BA06,ornithine oxoglurate
140701BIJ,V03AC01,deferoxamine
142501BIJ,V03AF02,dexrazoxane
150930BIJ,V03AB03,edetates
160430BIJ,V03AB25,flumazenil
160431BIJ,V03AB25,flumazenil
160432BIJ,V03AB25,flumazenil
160433BIJ,V03AB25,flumazenil
166502BIJ,V03AB32,glutathione
182534BIJ,V03AF03,calcium folinate
182535BIJ,V03AF03,calcium folinate
182536BIJ,V03AF03,calcium folinate
182537BIJ,V03AF03,calcium folinate
182539BIJ,V03AF03,calcium folinate
182531BIJ,V03AF03,calcium folinate
182533BIJ,V03AF03,calcium folinate
182530BIJ,V03AF03,calcium folinate
182532BIJ,V03AF03,calcium folinate
190930BIJ,V03AF01,mesna
228502BIJ,B05XA02,sodium bicarbonate
228536BIJ,B05XA02,sodium bicarbonate
360530BIJ,V03AB06,thiosulfate
363401BIJ,V03AB04,pralidoxime
566132BIJ,V03AF06,sodium folinate
566134BIJ,V03AF06,sodium folinate
439701BIJ,A16AB04,agalsidase beta
442101BIJ,V03AF07,rasburicase
466230BIJ,A16AB05,laronidase
498430BIJ,A16AB09,idursulfase
498530BIJ,A16AB08,galsulfase
499001BIJ,A16AB07,alglucosidase alfa
518730BIJ,A16AB09,idursulfase
637701BIJ,A16AB12,elosulfase alfa
637830BIJ,A16AB03,agalsidase alfa
637901BIJ,A16AB10,velaglucerase alfa
650405BIJ,A16AB13,asfotase alfa
650401BIJ,A16AB13,asfotase alfa
650402BIJ,A16AB13,asfotase alfa
650403BIJ,A16AB13,asfotase alfa
650404BIJ,A16AB13,asfotase alfa
721001BIJ,A16AB22,avalglucosidase alfa
170130BIJ,A10AC01,insulin (human)
170131BIJ,A10AB01,insulin (human)
170131BIJ,A10AC01,insulin (human)
170430BIJ,A10AD01,insulin (human)
170431BIJ,A10AD01,insulin (human)
175330BIJ,A10AB04,insulin lispro
175331BIJ,A10AB04,insulin lispro
175332BIJ,A10AD04,insulin lispro
175333BIJ,A10AD04,insulin lispro
441330BIJ,A10AB05,insulin aspart
441331BIJ,A10AB05,insulin aspart
441332BIJ,A10AD05,insulin aspart
441333BIJ,A10AD05,insulin aspart
461830BIJ,A10AE04,insulin glargine
461831BIJ,A10AE04,insulin glargine
461832BIJ,A10AE04,insulin glargine
484930BIJ,A10AB06,insulin glulisine
484931BIJ,A10AB06,insulin glulisine
488730BIJ,A10AE05,insulin detemir
626700BIJ,A10AD06,insulin degludec and insulin aspart
626830BIJ,A10AE06,insulin degludec
639701BIJ,A10BJ05,dulaglutide
639702BIJ,A10BJ05,dulaglutide
666700BIJ,A10AE54,insulin glargine and lixisenatide
667000BIJ,A10AE54,insulin glargine and lixisenatide
693900BIJ,A10AE56,insulin degludec and liraglutide
130231BIJ,N06BX,Other psychostimulants and nootropics
130232BIJ,N06BX,Other psychostimulants and nootropics
140403BIJ,M03CA01,dantrolene
164301BIJ,B01AX,Other antithrombotic agents
173601BIJ,A16AB02,imiglucerase
173602BIJ,A16AB02,imiglucerase
207930BIJ,M05BA03,pamidronic acid
237830BIJ,A16AX01,thioctic acid
328200BIJ,B05BC,Solutions producing osmotic diuresis
354500BIJ,B05BC,Solutions producing osmotic diuresis
420731BIJ,M05BA08,zoledronic acid
420730BIJ,M05BA08,zoledronic acid
420732BIJ,M05BA08,zoledronic acid
461501BIJ,B01AX,Other antithrombotic agents
461502BIJ,B01AX,Other antithrombotic agents
480330BIJ,M05BA06,ibandronic acid
526030BIJ,M09AX01,hyaluronic acid
530045BIJ,M09AX01,hyaluronic acid
530046BIJ,M09AX01,hyaluronic acid
629001BIJ,M05BX04,denosumab
629002BIJ,M05BX04,denosumab
680701BIJ,M05BX06,romosozumab
691703BIJ,M05BX05,burosumab
691702BIJ,M05BX05,burosumab
691701BIJ,M05BX05,burosumab
691901BIJ,M09AX01,hyaluronic acid
104501BIJ,L03AC01,aldesleukin
120630BIJ,L01AB01,busulfan
123730BIJ,L01XA02,carboplatin
123731BIJ,L01XA02,carboplatin
123732BIJ,L01XA02,carboplatin
123733BIJ,L01XA02,carboplatin
123734BIJ,L01XA02,carboplatin
123735BIJ,L01XA02,carboplatin
134530BIJ,L01XA01,cisplatin
134533BIJ,L01XA01,cisplatin
134534BIJ,L01XA01,cisplatin
134830BIJ,L01BB04,cladribine
139005BIJ,L01AA01,cyclophosphamide
139633BIJ,L01BC01,cytarabine
139637BIJ,L01BC01,cytarabine
139631BIJ,L01BC01,cytarabine
139634BIJ,L01BC01,cytarabine
139635BIJ,L01BC01,cytarabine
139636BIJ,L01BC01,cytarabine
139638BIJ,L01BC01,cytarabine
139901BIJ,L01AX04,dacarbazine
139902BIJ,L01AX04,dacarbazine
148340BIJ,L01CD02,docetaxel
148344BIJ,L01CD02,docetaxel
148348BIJ,L01CD02,docetaxel
148346BIJ,L01CD02,docetaxel
148350BIJ,L01CD02,docetaxel
148351BIJ,L01CD02,docetaxel
148341BIJ,L01CD02,docetaxel
148342BIJ,L01CD02,docetaxel
157131BIJ,L01CB01,etoposide
157132BIJ,L01CB01,etoposide
160101BIJ,L01BB05,fludarabine
161430BIJ,L01BC02,fluorouracil
161431BIJ,L01BC02,fluorouracil
161432BIJ,L01BC02,fluorouracil
164930BIJ,L01BC05,gemcitabine
164931BIJ,L01BC05,gemcitabine
164932BIJ,L01BC05,gemcitabine
164933BIJ,L01BC05,gemcitabine
167201BIJ,L02AE03,goserelin
167202BIJ,L02AE03,goserelin
173301BIJ,L01AA06,ifosfamide
177430BIJ,L01CE02,irinotecan
177431BIJ,L01CE02,irinotecan
177433BIJ,L01CE02,irinotecan
177435BIJ,L01CE02,irinotecan
181401BIJ,L01XX02,asparaginase
181403BIJ,L01XX02,asparaginase
182630BIJ,L02AE02,leuprorelin
182602BIJ,L02AE02,leuprorelin
182604BIJ,L02AE02,leuprorelin
182605BIJ,L02AE02,leuprorelin
182606BIJ,L02AE02,leuprorelin
182608BIJ,L02AE02,leuprorelin
182611BIJ,L02AE02,leuprorelin
189902BIJ,L01AA03,melphalan
192142BIJ,L01BA01,methotrexate
192143BIJ,L01BA01,methotrexate
192139BIJ,L01BA01,methotrexate
192141BIJ,L01BA01,methotrexate
196530BIJ,L01DB07,mitoxantrone
198001BIJ,L01AC01,thiotepa
198003BIJ,L01AC01,thiotepa
205830BIJ,L01XA03,oxaliplatin
205834BIJ,L01XA03,oxaliplatin
205803BIJ,L01XA03,oxaliplatin
207830BIJ,L01CD01,paclitaxel
207831BIJ,L01CD01,paclitaxel
207832BIJ,L01CD01,paclitaxel
207833BIJ,L01CD01,paclitaxel
207835BIJ,L01CD01,paclitaxel
241901BIJ,L01CE01,topotecan
242830BIJ,L01FD01,trastuzumab
242801BIJ,L01FD01,trastuzumab
242802BIJ,L01FD01,trastuzumab
244930BIJ,L02AE04,triptorelin
244902BIJ,L02AE04,triptorelin
247830BIJ,L01CA01,vinblastine
248030BIJ,L01CA02,vincristine
248031BIJ,L01CA02,vincristine
248230BIJ,L01CA04,vinorelbine
248231BIJ,L01CA04,vinorelbine
422630BIJ,L01FA01,rituximab
422631BIJ,L01FA01,rituximab
422603BIJ,L01FA01,rituximab
452801BIJ,L01CE04,belotecan
463301BIJ,L01XG01,bortezomib
463302BIJ,L01XG01,bortezomib
467501BIJ,L02AE04,triptorelin
467502BIJ,L02AE04,triptorelin
481230BIJ,L01BA04,pemetrexed
481231BIJ,L01BA04,pemetrexed
481232BIJ,L01BA04,pemetrexed
481235BIJ,L01BA04,pemetrexed
481234BIJ,L01BA04,pemetrexed
481239BIJ,L01BA04,pemetrexed
481203BIJ,L01BA04,pemetrexed
484301BIJ,L01BC07,azacitidine
484302BIJ,L01BC07,azacitidine
495601BIJ,L01BC08,decitabine
495602BIJ,L01BC08,decitabine
503701BIJ,L01CD01,paclitaxel
554330BIJ,L01FG01,bevacizumab
554331BIJ,L01FG01,bevacizumab
556430BIJ,L01FE01,cetuximab
568230BIJ,L01EG01,temsirolimus
568931BIJ,L02BA03,fulvestrant
588430BIJ,L01XX27,arsenic trioxide
588431BIJ,L01XX27,arsenic trioxide
613901BIJ,L01CD04,cabazitaxel
614330BIJ,L01BB06,clofarabine
614601BIJ,L01AA09,bendamustine
614602BIJ,L01AA09,bendamustine
621330BIJ,L01XX41,eribulin
624401BIJ,L02BX02,degarelix
624402BIJ,L02BX02,degarelix
624501BIJ,L01FX05,brentuximab vedotin
624601BIJ,L01FD02,pertuzumab
626001BIJ,L01FD03,trastuzumab emtansine
626002BIJ,L01FD03,trastuzumab emtansine
628901BIJ,L01FA03,obinutuzumab
633330BIJ,L01FX04,ipilimumab
633331BIJ,L01FX04,ipilimumab
638401BIJ,L01FF01,nivolumab
